time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-23 00:00:00+00:00,20,11,25,14
2026-03-24 00:00:00+00:00,3,3,23,15
2026-03-25 00:00:00+00:00,22,6,31,14
2026-03-26 00:00:00+00:00,11,6,13,11
2026-03-27 00:00:00+00:00,8,4,16,13
2026-03-28 00:00:00+00:00,11,6,13,11
2026-03-29 00:00:00+00:00,21,11,19,14
2026-03-30 00:00:00+00:00,14,14,16,9
2026-03-31 00:00:00+00:00,12,6,12,8
2026-04-01 00:00:00+00:00,16,11,12,9
2026-04-02 00:00:00+00:00,15,13,21,16
2026-04-03 00:00:00+00:00,13,8,21,15
2026-04-04 00:00:00+00:00,5,4,16,13
2026-04-05 00:00:00+00:00,14,9,28,18
